lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
0,0,79.0,12,3,2,1,0,0,0,1
210,0,76.5,7,30,4,1,0,0,1,0
124,1,96.3,6,27,4,2,1,0,0,1
122,0,110.24,4,2,3,1,2,1,0,1
5,0,66.0,2,1,3,3,1,0,0,1
4,0,124.0,7,28,4,2,0,3,0,0
33,0,140.4,3,24,4,2,0,0,3,0
31,2,94.0,9,25,4,3,2,0,3,1
91,0,80.0,4,4,3,2,1,0,0,0
1,0,75.0,11,23,3,1,0,0,0,1
1,0,65.0,9,30,2,1,0,0,0,1
137,2,121.5,8,21,4,0,1,0,0,1
26,0,78.2,11,12,3,2,2,0,3,0
83,0,90.6,9,30,3,1,0,1,0,1
78,2,128.7,4,11,4,2,1,0,3,1
30,3,109.0,9,7,4,1,0,0,0,1
119,0,140.4,5,27,4,2,1,0,3,0
139,0,126.9,6,13,4,0,1,0,0,1
228,0,90.95,8,27,4,4,2,0,0,0
32,1,111.0,10,30,4,2,1,0,0,0
130,0,61.25,2,20,4,1,0,0,1,0
57,0,45.9,3,12,4,2,2,3,0,1
69,1,68.72,10,4,4,0,1,0,0,1
8,0,96.0,3,8,4,1,0,0,0,1
0,2,45.0,4,28,3,1,0,0,0,1
13,1,90.6,11,22,3,0,2,0,0,1
41,1,69.29,12,27,3,5,2,0,0,1
178,2,127.5,8,10,4,3,0,0,0,0
103,0,85.0,9,28,3,1,0,3,0,0
3,1,143.0,9,5,4,1,0,0,0,1
322,0,80.0,5,19,4,3,1,0,0,0
32,0,85.5,4,17,4,1,2,0,0,0
4,0,82.0,1,10,4,0,1,0,0,1
16,2,65.0,12,4,2,0,1,0,0,1
39,1,128.99,9,27,4,4,0,0,3,0
12,2,90.0,8,30,4,0,1,0,0,1
4,1,89.0,4,18,4,0,1,3,0,1
1,1,62.91,2,5,4,2,2,0,0,1
103,0,126.0,12,6,4,1,0,0,3,0
18,0,97.02,6,13,4,0,1,0,3,1
31,0,71.0,2,4,2,2,0,0,0,1
93,0,105.4,4,26,4,5,1,0,0,1
75,0,91.38,7,28,4,3,0,0,0,1
5,0,191.0,8,6,4,1,2,0,3,1
103,2,187.25,11,7,4,3,1,0,0,1
138,0,109.25,7,16,4,3,2,0,0,1
48,0,131.4,4,1,4,3,2,0,3,0
0,0,143.5,7,8,4,2,0,3,0,1
31,2,74.8,11,30,4,4,2,3,0,1
19,1,58.0,12,22,3,4,0,0,0,1
83,1,107.46,4,26,4,5,2,0,0,1
78,2,86.4,11,23,4,1,0,0,0,1
49,1,112.8,3,4,4,2,1,0,0,1
11,0,157.67,12,29,3,3,0,0,4,1
149,1,99.45,7,12,4,4,0,0,0,1
94,0,90.08,4,15,4,2,1,0,3,1
157,2,161.1,9,5,4,3,1,1,0,0
117,1,108.9,5,6,4,2,0,0,0,1
52,1,131.4,3,19,4,1,2,0,3,0
139,0,116.45,7,11,4,4,1,0,0,0
1,1,0.0,10,10,4,1,1,3,0,1
6,1,88.4,12,5,4,3,1,0,0,1
0,1,149.0,6,20,4,1,1,0,3,1
168,2,107.1,8,12,3,3,2,0,3,0
62,1,95.67,10,6,4,3,0,0,0,1
0,0,95.0,10,17,2,1,1,0,0,1
139,1,107.87,8,22,4,5,2,0,0,1
228,0,93.3,10,30,4,1,2,0,0,0
46,1,102.6,12,2,4,2,1,0,3,1
47,0,55.24,1,30,4,2,2,0,0,1
71,1,108.0,10,18,4,3,0,3,0,1
33,0,140.4,4,29,4,3,2,0,3,1
157,0,91.38,7,11,4,3,1,3,0,0
2,0,109.0,8,1,4,0,1,0,0,1
136,0,123.25,6,30,4,3,1,1,0,1
47,2,198.9,5,26,4,1,0,0,5,1
106,2,91.6,12,25,4,1,2,0,1,1
42,0,75.0,11,7,3,3,1,0,0,1
28,1,89.0,5,9,2,2,1,0,0,1
141,0,90.95,9,16,3,4,2,0,3,1
104,1,96.55,4,28,4,3,2,3,0,1
107,0,141.0,7,11,4,5,1,1,0,0
76,0,145.8,11,6,4,2,2,0,3,0
87,1,90.9,10,30,4,0,2,0,0,0
180,2,66.49,10,26,4,4,0,0,0,1
157,0,68.0,12,8,3,3,0,0,0,1
124,0,87.95,5,30,4,5,2,3,0,1
15,0,83.03,3,8,4,1,0,0,1,0
6,2,97.02,5,23,4,1,1,0,0,1
15,0,78.03,9,30,4,3,0,3,0,1
0,1,73.0,12,5,4,1,1,0,1,1
30,0,135.9,7,8,4,1,0,0,0,0
1,2,155.54,9,17,4,1,1,0,3,1
38,1,67.5,2,15,4,0,1,0,0,0
4,0,81.0,2,6,4,1,0,3,0,1
89,1,79.5,4,9,4,1,2,3,0,1
28,2,84.3,2,6,4,1,2,0,0,1
359,1,78.0,10,14,3,3,2,0,0,1
8,2,158.0,9,9,4,1,0,3,0,1
11,2,141.95,6,1,4,2,0,0,3,1
124,1,72.25,12,17,4,3,0,0,0,0
112,1,198.9,8,14,4,0,2,0,5,1
31,1,96.3,11,26,4,3,0,0,0,1
2,1,104.0,11,25,4,2,0,3,0,1
122,1,113.78,12,25,4,2,2,0,0,0
3,0,52.0,1,14,3,3,0,0,0,1
0,0,93.81,8,8,4,0,1,3,0,1
235,2,103.7,10,19,4,4,1,0,3,0
19,1,98.0,10,26,2,1,0,0,0,1
12,2,151.0,6,29,4,2,0,0,3,1
164,0,76.46,8,24,4,3,0,0,0,0
68,1,60.0,11,30,3,3,1,0,3,1
90,0,90.95,4,15,4,5,2,0,0,0
10,0,75.0,3,11,3,1,0,0,0,1
0,0,70.0,10,12,3,3,0,0,0,1
67,0,72.25,7,23,3,1,1,0,0,1
77,1,72.25,11,12,4,3,0,0,0,1
77,1,53.38,3,25,3,2,0,3,0,1
130,1,94.5,5,22,4,1,2,3,0,1
112,1,100.05,11,13,4,3,2,0,3,1
122,1,64.8,4,18,4,3,1,0,0,1
134,0,79.2,11,12,4,1,2,3,0,0
0,1,159.75,10,7,4,4,0,0,3,1
36,1,168.3,7,15,4,1,0,0,3,1
249,0,119.85,10,2,4,3,2,0,0,0
5,0,110.0,5,24,2,2,0,0,0,0
5,0,100.0,5,24,2,2,0,0,0,1
33,1,117.3,3,5,4,1,0,0,3,1
0,0,170.0,9,29,4,1,0,0,0,1
113,1,116.1,6,13,4,2,1,3,0,1
9,1,116.27,8,14,4,1,2,0,0,1
23,1,151.0,8,3,4,2,0,0,0,1
12,0,183.67,3,24,4,3,0,0,3,0
77,0,116.94,9,22,4,4,0,0,0,0
15,0,97.0,3,12,4,1,2,0,0,0
9,0,75.0,9,20,3,3,2,0,3,1
49,1,145.61,12,28,4,4,1,1,0,1
120,0,99.45,5,9,4,3,1,0,0,0
62,0,65.66,2,18,4,3,2,0,1,0
119,0,106.25,10,24,3,3,1,1,0,1
173,2,168.3,7,8,4,1,0,0,5,0
0,1,0.0,3,29,1,2,0,0,0,1
122,1,121.5,5,12,4,3,0,0,3,1
47,1,114.33,4,12,4,4,0,0,3,1
15,1,89.0,6,14,4,1,0,3,0,1
43,0,85.5,10,27,3,3,0,0,0,1
37,2,149.4,9,10,4,1,2,0,3,1
126,2,90.53,12,27,3,3,0,0,3,1
19,0,85.0,3,9,4,3,0,3,0,0
13,0,85.0,2,16,4,1,0,0,0,1
5,2,200.33,10,28,4,2,1,1,0,1
86,0,82.45,8,4,4,3,2,0,3,0
224,0,0.0,10,2,4,2,1,0,0,1
13,0,109.0,4,25,4,2,1,3,0,0
14,1,100.87,9,14,4,2,1,3,0,1
6,1,133.0,9,26,3,0,1,0,0,1
69,0,69.6,3,10,4,3,1,0,0,1
35,2,88.4,12,3,4,3,2,0,0,1
0,1,136.44,8,24,4,1,0,1,0,1
33,0,135.9,3,24,4,2,0,0,0,1
27,0,136.0,9,19,3,0,1,0,0,0
5,1,146.0,6,7,4,4,0,0,3,1
56,0,82.45,3,6,4,5,2,0,3,0
124,1,72.25,11,24,4,4,0,0,0,1
11,1,76.29,11,27,4,2,2,3,0,0
24,1,60.75,11,3,3,4,0,0,0,1
2,0,77.0,9,20,3,0,2,0,0,1
3,2,168.0,8,13,4,1,0,3,0,1
55,1,113.4,11,11,4,2,0,0,0,0
6,0,87.78,7,19,4,2,0,3,0,0
164,0,115.6,8,30,3,3,0,0,3,0
8,1,131.0,6,22,4,2,0,0,3,1
86,1,104.4,10,28,4,2,0,0,3,1
157,0,75.27,8,21,4,3,2,0,0,0
29,1,102.0,4,14,4,3,0,3,0,1
40,0,68.0,11,26,3,2,2,0,0,1
156,1,134.58,8,16,4,7,2,1,0,0
13,0,159.0,10,10,2,2,1,0,0,1
95,0,80.75,5,6,3,2,1,0,0,1
54,0,88.2,3,18,4,2,1,3,0,0
120,0,146.53,9,28,3,3,0,0,3,1
24,1,108.0,9,12,4,0,1,0,0,1
17,2,141.0,6,18,4,2,2,0,0,1
3,0,123.0,6,20,4,0,1,3,0,1
88,0,116.1,6,10,4,2,1,3,0,0
89,3,72.25,7,17,3,2,2,0,0,1
230,1,76.85,7,29,4,2,1,0,1,1
73,1,102.6,11,17,4,3,0,0,3,1
197,0,96.3,10,29,4,1,2,0,0,0
28,1,87.0,12,17,4,1,0,0,0,1
179,0,114.3,8,22,4,0,1,0,0,0
36,0,85.0,10,25,3,3,0,0,0,1
62,0,67.0,10,23,2,0,1,0,0,1
1,1,0.0,11,9,1,4,2,0,0,1
30,1,216.9,8,6,4,1,0,0,5,1
156,0,108.9,8,11,4,1,0,0,0,0
16,0,79.0,2,17,4,4,0,3,0,0
57,2,117.45,9,4,4,2,2,0,3,1
15,2,103.44,4,27,4,3,0,0,0,1
14,0,118.0,8,30,4,2,0,3,0,0
79,1,151.2,10,16,4,2,2,0,3,1
17,2,74.8,11,16,4,4,0,3,0,1
261,0,106.25,11,15,4,4,0,1,0,0
3,1,118.58,10,10,4,0,1,0,0,1
99,0,82.45,4,11,4,3,1,0,0,0
4,0,66.0,2,23,2,1,0,0,0,1
0,0,85.0,8,13,4,2,0,0,0,1
40,0,125.55,10,5,4,1,0,0,3,0
124,2,105.3,5,17,4,3,0,0,0,1
36,1,82.7,2,22,4,2,1,0,0,1
41,0,81.08,4,21,4,1,0,0,0,0
22,1,199.82,8,30,4,2,0,0,6,1
5,2,66.3,12,14,4,4,0,3,0,1
59,1,109.8,8,31,4,4,0,0,0,1
99,0,150.3,8,24,4,4,0,0,3,0
30,0,122.4,6,19,4,1,2,0,3,0
46,1,54.75,3,11,4,2,1,3,0,1
0,1,123.2,10,10,4,0,1,0,0,1
14,3,98.0,9,11,4,0,2,3,0,1
125,0,143.1,9,20,4,5,1,0,3,0
20,0,100.0,11,4,4,1,0,3,0,0
0,3,0.0,6,28,1,2,0,0,3,1
186,1,112.01,9,4,4,2,2,0,1,0
8,0,65.0,10,6,2,1,0,0,0,1
1,1,111.0,11,19,4,1,0,0,0,1
20,2,129.0,9,24,4,1,2,3,0,1
35,1,93.63,2,24,4,3,0,0,0,1
157,1,90.0,3,19,4,3,2,0,0,1
123,1,118.8,9,5,4,3,1,3,0,0
2,1,102.0,2,12,3,2,2,0,0,1
64,0,94.5,7,24,4,2,2,3,0,0
1,0,81.0,2,20,4,1,0,3,0,1
69,0,123.98,9,1,4,6,2,3,0,0
39,0,72.0,11,19,3,1,2,0,0,1
3,1,103.0,3,7,4,0,1,0,0,1
35,1,80.3,2,12,4,2,0,0,0,1
186,1,105.3,7,18,4,2,1,0,0,0
2,1,85.0,1,22,4,2,0,3,0,1
36,0,135.9,8,18,4,3,0,0,0,0
159,1,119.85,5,26,4,3,0,0,0,0
126,1,87.0,1,8,4,2,2,0,3,1
35,1,92.33,9,29,4,4,0,0,3,1
86,1,97.54,7,26,4,3,0,0,1,1
95,3,137.4,6,3,4,2,1,0,3,1
38,1,61.07,2,26,4,2,1,3,0,1
3,1,80.1,1,16,4,2,2,0,0,1
48,0,93.5,3,20,4,3,2,0,0,1
10,0,72.1,2,19,3,1,0,0,0,1
20,1,112.25,8,29,4,3,1,3,0,1
212,2,96.3,10,16,4,1,2,0,0,1
11,2,90.0,11,19,4,1,1,3,0,1
183,0,98.1,10,11,4,1,0,3,0,0
6,0,129.0,5,12,2,1,0,0,0,1
178,1,94.62,8,23,4,3,0,0,1,0
105,0,75.0,4,6,4,1,0,0,0,0
267,1,105.83,10,24,4,3,1,0,3,0
28,0,84.0,9,15,4,3,0,0,0,1
5,0,65.0,11,8,2,0,1,0,0,1
0,0,107.0,6,30,4,1,0,3,0,1
5,0,73.15,11,15,4,0,1,3,0,1
28,0,166.67,11,11,4,2,1,0,3,0
22,0,149.33,6,2,4,3,0,0,3,0
16,1,105.82,4,12,4,3,0,0,3,1
7,2,115.0,9,5,4,1,0,3,0,1
1,0,89.0,8,10,4,3,1,0,0,1
189,1,99.45,8,6,4,5,2,0,0,0
191,2,131.75,8,8,4,3,1,1,0,0
8,3,127.5,11,3,4,3,1,0,0,1
80,0,168.3,9,12,4,2,1,0,3,0
30,0,112.58,4,2,4,2,2,3,0,0
47,2,98.1,12,4,3,0,2,0,0,1
0,1,90.0,8,6,4,1,0,3,0,1
84,1,135.31,5,22,4,3,2,0,0,0
39,2,98.94,2,8,3,1,1,0,0,1
47,0,91.8,3,10,4,3,0,0,3,0
25,0,78.3,1,29,4,2,0,0,0,0
59,0,75.0,11,11,3,2,0,0,0,1
141,0,118.06,7,3,3,2,2,1,3,0
69,3,171.2,1,1,4,2,0,0,5,1
148,1,108.16,5,29,4,2,2,0,3,1
68,0,90.95,4,5,4,4,0,0,0,0
99,0,137.7,5,1,4,1,2,0,0,0
42,0,60.0,1,15,3,2,1,0,0,1
213,1,118.15,8,31,4,4,0,0,3,0
2,1,80.0,8,9,4,5,3,0,0,1
77,0,116.1,6,17,4,2,0,3,0,0
1,3,106.0,8,20,4,2,0,0,0,1
43,0,126.9,4,30,4,1,0,0,0,0
23,2,91.6,11,18,4,2,0,0,1,1
195,0,109.8,8,30,4,2,0,0,3,0
0,0,95.1,10,28,4,2,0,0,0,1
21,0,102.05,2,29,4,3,1,0,0,0
54,1,99.0,3,18,4,2,1,0,0,1
0,0,92.17,8,20,4,1,0,3,0,1
30,2,76.1,3,5,4,1,2,3,0,1
61,2,89.25,10,28,4,2,0,0,0,1
204,1,119.85,9,7,4,10,4,0,0,0
20,0,89.0,4,4,4,1,1,3,0,0
208,1,72.25,12,1,4,3,0,0,0,0
0,0,65.0,1,18,2,1,1,0,0,1
21,0,156.0,5,3,4,3,0,0,3,0
20,2,193.05,9,9,4,2,0,1,0,1
1,0,107.0,10,25,3,3,0,0,3,1
3,2,113.0,6,26,4,0,2,3,0,1
109,0,108.0,10,11,4,1,0,3,0,0
38,1,99.9,6,20,4,3,1,0,0,1
28,0,73.88,3,4,4,2,2,0,0,1
30,1,117.3,3,2,4,4,0,0,3,1
4,2,152.85,4,17,4,1,2,0,5,1
55,1,68.07,11,24,4,3,2,0,0,1
0,0,158.0,8,18,4,1,0,3,0,0
71,0,90.0,9,9,2,2,0,0,0,1
83,1,113.5,11,13,4,2,2,0,0,1
12,1,79.0,12,21,2,1,0,0,0,1
10,0,129.0,6,29,4,2,0,3,0,0
45,0,78.3,3,3,4,3,0,0,0,0
1,0,151.33,10,9,4,2,1,0,0,1
15,0,100.0,2,5,2,2,1,0,6,1
3,0,86.35,9,2,4,1,0,3,0,1
180,1,0.0,5,2,4,1,1,0,0,1
87,1,166.85,7,5,4,2,0,0,3,1
46,0,67.15,3,13,4,2,2,3,0,0
5,0,79.33,11,17,4,4,2,3,0,0
60,1,93.6,11,14,4,1,1,0,0,1
49,2,106.2,12,5,4,1,2,0,0,1
289,2,70.55,12,28,4,4,2,3,0,0
158,2,83.5,10,30,4,2,2,0,1,0
60,0,75.0,11,18,3,2,0,0,0,1
115,0,61.0,2,27,3,2,2,0,0,0
14,1,149.33,6,3,4,2,1,0,3,1
104,2,129.6,9,2,4,2,1,0,0,1
12,1,111.0,2,12,4,3,2,0,0,1
5,1,104.0,11,10,4,3,0,0,0,1
3,1,65.0,12,19,2,0,1,0,0,1
91,1,109.8,7,10,4,2,2,0,0,1
27,1,91.0,2,20,4,1,1,0,0,0
228,0,72.22,5,6,4,2,1,0,0,0
48,0,87.3,10,9,3,2,0,0,3,1
77,2,118.8,7,26,4,4,0,0,3,1
8,0,151.0,8,6,4,1,2,0,0,0
9,1,137.63,10,29,4,2,2,0,0,1
3,1,64.68,5,16,4,0,1,3,0,1
100,2,146.7,7,3,4,0,2,0,3,1
0,0,216.0,8,15,4,0,1,0,0,0
63,0,58.0,2,15,3,3,1,0,0,1
81,0,80.75,10,22,3,2,2,0,0,1
3,0,104.0,3,3,4,1,0,0,0,1
16,1,79.0,2,20,4,1,0,3,0,1
32,1,107.1,11,14,4,4,1,0,3,0
60,2,96.98,12,23,4,4,0,0,0,1
36,0,214.75,8,21,4,0,1,0,6,0
0,0,130.0,10,16,4,0,2,3,0,1
0,0,82.0,1,5,4,1,0,0,0,1
121,1,112.5,7,7,4,2,0,3,0,1
0,1,155.0,9,11,4,0,2,0,0,1
1,0,71.7,1,27,4,2,0,0,0,1
32,0,75.0,10,20,3,2,0,0,3,1
256,0,64.33,9,14,3,2,1,0,0,1
3,1,100.0,2,9,4,3,0,0,0,0
58,1,57.6,12,13,4,4,0,3,0,1
21,2,105.0,9,5,4,1,1,0,0,1
5,3,137.0,6,13,4,0,1,0,3,1
0,0,85.0,2,16,4,1,0,0,0,1
113,1,136.0,5,18,4,4,0,0,0,1
11,1,91.0,2,13,4,1,0,0,0,1
117,0,72.25,8,24,3,4,1,0,0,0
82,1,103.7,4,14,4,3,1,0,3,0
75,1,151.2,10,8,4,1,1,0,3,1
10,0,130.33,2,17,4,3,0,0,3,0
54,2,79.2,12,5,4,0,1,3,0,1
17,1,67.0,8,22,2,1,1,0,0,1
116,0,81.67,2,28,3,1,2,0,0,1
14,0,148.5,8,17,4,4,0,0,3,0
141,1,118.8,9,19,4,5,2,3,0,0
22,2,196.0,7,24,4,1,2,0,3,1
5,1,136.0,6,11,4,1,0,0,3,1
11,0,92.8,4,7,3,1,0,0,3,1
1,1,116.0,3,2,4,4,0,0,3,1
6,2,158.0,12,30,4,2,0,0,0,1
14,1,155.83,8,19,4,4,2,0,3,1
15,1,141.68,9,15,4,2,0,0,3,0
0,0,69.84,6,23,4,1,0,0,0,1
121,2,132.18,7,19,4,6,2,0,3,1
123,2,96.9,7,31,3,5,3,0,0,1
25,0,75.2,11,29,4,1,0,0,0,1
24,0,122.0,9,1,4,3,0,0,0,1
126,1,77.03,7,25,4,2,1,0,0,1
91,1,135.9,9,3,4,2,2,0,0,1
67,1,82.45,3,29,4,5,0,0,0,1
75,0,60.0,2,20,3,2,2,0,0,1
125,0,85.5,7,26,4,0,1,0,0,0
21,0,74.48,11,16,4,3,0,0,3,1
114,2,127.8,7,30,4,1,0,0,3,1
65,2,89.25,10,22,4,3,0,0,0,1
2,0,110.0,10,30,0,0,1,0,3,1
43,0,152.05,2,25,4,3,2,0,5,1
4,0,162.75,6,10,4,2,0,0,3,0
18,2,76.81,9,2,4,3,0,0,0,1
98,2,137.7,7,24,4,1,2,0,3,1
166,1,90.95,7,6,4,4,0,0,0,1
77,0,113.4,10,19,4,2,0,0,0,0
346,0,90.0,9,13,3,2,0,1,0,0
96,2,141.56,7,9,4,5,2,0,3,1
35,2,114.0,11,16,4,1,0,0,3,1
76,1,69.52,3,14,4,2,1,0,1,1
30,1,179.25,8,23,4,5,1,1,3,1
125,1,79.2,11,16,4,2,0,3,0,1
5,0,47.25,8,15,3,1,2,1,0,1
21,2,104.0,11,25,4,2,1,0,0,1
94,1,79.2,11,3,4,3,1,3,0,1
1,0,114.0,8,10,4,1,1,0,0,1
84,1,141.69,7,31,4,5,2,0,3,1
64,0,73.95,2,12,4,2,2,0,0,0
0,0,98.0,8,7,4,1,0,0,0,0
8,1,85.35,10,29,4,1,2,3,0,1
28,0,89.0,4,17,4,0,2,3,0,1
5,2,98.62,8,18,4,10,3,0,0,0
44,1,93.33,11,3,4,3,0,0,0,1
15,1,0.0,8,28,1,1,0,0,1,1
106,0,108.3,5,3,4,3,0,0,0,0
10,0,58.0,12,11,3,3,2,0,0,1
88,1,140.0,12,6,4,5,0,0,3,1
66,1,147.56,5,14,3,2,2,0,4,1
4,0,63.6,1,24,4,2,2,0,3,1
175,0,126.9,9,18,4,0,2,0,0,0
3,0,76.5,6,19,3,1,2,0,0,1
25,0,9.0,11,11,1,2,0,0,0,1
174,1,103.5,8,7,4,1,2,3,0,0
37,0,115.32,6,26,4,1,2,0,0,0
123,2,137.94,7,22,4,7,2,0,3,0
47,0,163.95,8,23,4,5,1,0,3,1
0,2,139.0,8,31,4,2,0,3,0,1
23,0,79.0,1,2,3,1,2,1,0,1
18,0,88.0,2,19,4,2,0,3,0,1
188,0,90.95,8,26,4,3,2,0,0,0
153,1,90.0,12,10,4,1,2,0,0,1
8,1,148.0,8,9,4,4,0,3,0,1
59,0,60.0,2,4,3,3,0,0,0,1
30,1,135.9,7,8,4,1,0,0,0,1
82,0,73.9,4,3,4,3,2,0,0,1
80,0,80.75,3,26,3,4,2,0,0,1
53,3,153.3,6,9,4,3,0,0,3,1
9,0,92.0,3,5,3,1,2,0,3,0
101,0,102.25,7,4,3,3,1,1,0,1
1,0,89.0,8,9,4,0,1,3,0,1
28,3,109.7,9,5,4,2,1,0,0,1
43,1,135.9,8,7,4,0,2,0,0,1
1,1,0.0,3,1,1,2,0,0,3,1
23,2,112.0,11,11,4,1,0,0,0,1
12,2,111.0,2,7,4,0,2,0,0,1
56,1,76.92,6,21,4,3,0,0,0,1
30,0,139.28,10,3,4,3,1,0,0,0
7,1,97.0,5,16,4,0,1,0,0,1
4,1,77.0,1,9,4,1,0,3,0,1
70,0,227.9,10,20,4,3,1,0,5,0
133,1,105.3,8,21,4,0,2,0,0,1
8,2,159.75,9,1,4,4,0,0,6,1
37,1,83.9,3,7,4,2,1,0,0,1
69,1,80.75,4,4,4,3,1,3,0,1
19,0,85.0,10,2,3,0,2,0,0,1
85,1,95.5,4,7,4,2,0,0,0,1
88,2,96.9,7,18,3,2,1,0,0,1
73,0,75.0,11,27,3,1,2,0,0,1
0,0,66.42,8,2,4,1,0,3,0,1
45,2,107.1,10,20,4,1,0,0,0,1
3,0,80.0,8,28,3,0,1,0,0,1
19,1,151.0,7,16,4,1,1,0,0,0
116,0,76.0,2,28,3,2,2,0,0,1
17,1,136.0,8,19,4,2,0,0,0,0
1,1,0.0,3,1,1,2,0,0,4,1
22,2,95.0,9,3,4,2,0,0,0,1
91,0,133.2,8,6,4,1,2,0,3,1
15,0,97.0,2,5,2,2,1,0,4,1
94,0,105.3,7,14,4,3,0,0,0,0
57,1,105.0,11,11,3,2,1,0,0,1
24,0,89.25,6,13,4,1,1,0,0,1
46,0,124.71,11,7,4,5,1,0,0,1
1,1,120.0,12,29,4,2,0,3,0,1
108,3,127.38,9,24,4,3,2,0,1,1
172,1,72.84,7,18,4,5,2,0,0,1
11,2,186.0,5,28,4,1,0,0,3,1
42,1,85.0,9,24,3,1,0,0,0,1
2,0,94.0,8,3,2,2,0,0,3,1
51,1,69.0,11,11,3,4,0,0,3,1
178,0,72.25,8,18,3,5,2,0,0,0
73,1,76.5,4,3,4,1,2,3,0,1
1,0,79.0,2,9,4,1,0,3,0,0
61,1,159.3,6,1,4,4,0,0,3,0
83,0,56.1,9,30,3,1,0,1,0,1
13,0,96.0,4,4,3,1,1,0,0,1
46,0,67.5,3,4,4,2,0,3,0,0
27,1,89.0,1,10,4,0,1,0,0,1
16,0,86.0,2,6,2,1,0,0,4,1
104,3,120.8,7,18,4,6,3,0,3,1
29,1,183.67,12,4,4,2,1,0,5,1
19,1,95.9,9,19,3,1,1,3,0,1
84,0,79.2,12,22,4,1,0,3,0,0
79,1,90.95,4,25,3,1,1,0,3,1
85,0,57.0,2,6,4,1,1,0,0,0
189,1,105.3,8,9,4,2,0,0,0,0
92,2,68.0,7,6,4,3,1,0,0,0
85,1,76.5,7,30,4,3,0,0,0,1
169,1,105.3,8,12,4,2,1,0,0,0
135,2,151.2,10,6,4,2,0,0,3,1
12,0,104.0,12,12,4,0,1,0,0,1
37,0,94.5,9,16,4,2,0,0,0,1
24,2,99.0,6,13,4,1,1,3,0,1
226,1,92.82,12,31,4,3,2,0,3,0
24,1,81.7,10,4,4,4,2,0,3,1
0,1,104.0,11,2,4,1,1,0,0,1
0,2,129.0,6,19,4,0,1,3,0,1
94,1,80.75,3,28,3,4,1,0,0,1
113,1,78.15,3,31,4,3,0,0,1,1
141,0,90.0,9,20,3,0,1,0,0,1
25,2,106.88,2,26,4,2,2,0,3,1
12,0,111.14,3,3,4,5,2,0,3,0
5,2,157.0,4,12,4,3,0,0,3,1
304,1,74.15,10,21,4,2,1,0,0,1
20,1,136.0,4,30,4,1,1,0,0,1
72,1,104.4,3,14,4,2,1,0,3,1
96,1,88.4,12,7,4,4,0,0,0,1
253,1,140.4,10,7,4,2,1,0,3,0
33,2,95.0,10,17,4,4,2,0,1,1
163,0,115.0,10,15,3,1,2,0,0,0
5,1,100.0,8,25,3,5,2,1,0,1
75,0,80.0,3,17,3,3,1,0,0,0
233,0,158.95,8,22,4,4,1,0,5,0
38,0,151.47,8,19,4,2,2,0,3,0
126,0,97.75,7,6,4,4,0,3,0,0
125,1,130.5,7,29,4,1,0,0,0,1
82,0,85.5,6,23,4,1,0,3,0,0
85,0,94.5,7,13,4,4,0,3,0,0
20,0,109.65,6,12,4,0,1,0,0,1
31,0,96.3,6,17,3,5,2,0,3,1
3,0,139.0,10,19,4,0,1,0,0,1
18,0,96.9,12,11,4,4,2,0,3,1
28,1,160.2,10,18,4,3,0,0,5,1
19,1,95.0,10,27,2,1,0,0,0,1
12,1,93.0,2,7,4,0,1,0,0,0
86,0,134.1,8,14,4,0,1,0,0,0
165,2,123.3,10,28,4,2,2,0,3,0
28,2,75.0,9,27,3,1,0,0,0,1
33,1,140.4,4,29,4,2,2,0,3,1
4,2,100.0,11,17,4,1,0,0,0,1
10,1,156.0,8,29,4,2,2,0,5,0
359,1,78.0,10,14,3,3,2,0,0,0
56,0,74.0,6,9,3,3,1,0,0,1
46,0,112.0,10,31,3,5,2,0,0,1
21,0,91.0,2,13,4,1,1,0,0,0
156,2,91.96,7,19,4,4,0,0,0,1
3,0,0.0,10,6,1,1,0,0,0,1
23,2,105.0,10,4,4,2,2,0,0,1
2,0,0.0,3,14,4,0,0,0,0,1
71,2,171.3,4,7,4,3,0,0,5,1
2,1,126.0,9,30,4,2,0,0,0,1
27,1,89.1,9,25,4,0,2,3,0,0
286,0,117.0,9,16,4,2,0,1,0,0
192,0,19.15,9,25,4,3,2,0,0,0
35,1,76.5,3,16,4,2,0,0,0,1
30,1,126.9,5,21,4,1,0,0,0,1
191,0,49.5,6,3,3,2,1,0,0,1
3,0,120.0,6,10,3,1,0,0,0,1
0,0,69.01,6,9,4,1,0,3,0,1
29,1,79.54,1,8,4,5,2,0,0,1
132,0,72.25,7,19,3,5,1,0,0,1
107,0,152.1,9,15,4,3,1,0,0,0
15,0,54.5,3,1,3,4,0,0,3,1
30,1,149.4,9,11,4,0,1,0,3,1
20,1,185.0,11,8,4,2,0,3,0,1
109,4,131.8,7,8,4,2,0,0,0,1
16,2,116.4,9,16,4,4,1,0,0,1
13,1,105.0,11,17,4,3,0,0,0,1
23,1,105.0,10,18,3,2,2,0,3,1
45,0,71.1,3,12,4,1,1,3,0,0
239,1,128.7,10,28,4,2,0,0,0,0
2,0,94.0,11,2,0,2,0,0,3,0
62,3,126.0,11,18,4,2,0,0,3,1
6,0,95.0,6,23,4,1,0,0,0,0
65,0,72.25,10,8,3,3,0,0,0,1
